Profile Data:
Time                    	UTC Time               	P                  	T   	 	Hu 	Ws   	Wd 	Geopot	Dewp.
705                     	22:08:43               	855.4              	25.4	 	25 	2.7  	321	1476  	4.1
706                     	22:08:44               	855.3              	25.4	 	25 	2.7  	321	1477  	4.0
707                     	22:08:45               	855.1              	25.4	 	25 	2.7  	320	1479  	4.1
708                     	22:08:46               	854.9              	25.4	 	25 	2.7  	320	1481  	4.1
709                     	22:08:47               	854.8              	25.4	 	25 	2.7  	320	1482  	4.3
710                     	22:08:48               	854.6              	25.4	 	26 	2.7  	320	1484  	4.3
711                     	22:08:49               	854.5              	25.4	 	26 	2.7  	320	1486  	4.3
712                     	22:08:50               	854.3              	25.4	 	26 	2.7  	320	1487  	4.3
713                     	22:08:51               	854.1              	25.4	 	26 	2.7  	320	1489  	4.2
714                     	22:08:52               	854.0              	25.3	 	26 	2.7  	320	1491  	4.2
715                     	22:08:53               	853.8              	25.3	 	25 	2.7  	320	1492  	4.1
716                     	22:08:54               	853.7              	25.3	 	25 	2.7  	319	1494  	4.0
717                     	22:08:55               	853.5              	25.3	 	25 	2.7  	319	1495  	4.0
718                     	22:08:56               	853.4              	25.3	 	25 	2.7  	319	1497  	3.9
719                     	22:08:57               	853.2              	25.2	 	25 	2.7  	319	1498  	3.9
720                     	22:08:58               	853.1              	25.2	 	25 	2.7  	319	1500  	4.0
721                     	22:08:59               	852.9              	25.2	 	25 	2.7  	319	1501  	4.1
722                     	22:09:00               	852.8              	25.2	 	26 	2.7  	319	1503  	4.1
723                     	22:09:01               	852.6              	25.2	 	26 	2.7  	319	1505  	4.2
724                     	22:09:02               	852.5              	25.2	 	26 	2.7  	319	1506  	4.2
725                     	22:09:03               	852.3              	25.2	 	26 	2.7  	319	1508  	4.2
726                     	22:09:04               	852.2              	25.2	 	26 	2.7  	319	1509  	4.2
727                     	22:09:05               	852.0              	25.2	 	26 	2.7  	319	1511  	4.1
728                     	22:09:06               	851.9              	25.2	 	25 	2.7  	319	1512  	3.9
729                     	22:09:07               	851.7              	25.2	 	25 	2.8  	320	1514  	4.0
730                     	22:09:08               	851.6              	25.1	 	26 	2.8  	320	1515  	4.0
731                     	22:09:09               	851.5              	25.1	 	26 	2.8  	319	1517  	4.1
732                     	22:09:10               	851.3              	25.1	 	26 	2.8  	319	1518  	4.0
733                     	22:09:11               	851.2              	25.1	 	26 	2.8  	319	1519  	4.1
734                     	22:09:12               	851.1              	25.1	 	26 	2.8  	319	1521  	4.0
735                     	22:09:13               	850.9              	25.1	 	26 	2.8  	319	1522  	4.0
736                     	22:09:14               	850.8              	25.0	 	26 	2.8  	319	1523  	4.0
737                     	22:09:15               	850.7              	25.0	 	26 	2.8  	319	1525  	4.0
738                     	22:09:16               	850.5              	25.0	 	25 	2.8  	319	1526  	3.9
739                     	22:09:17               	850.4              	25.0	 	25 	2.8  	319	1527  	3.8
740                     	22:09:18               	850.3              	25.0	 	26 	2.8  	319	1529  	4.1
741                     	22:09:19               	850.1              	25.0	 	26 	2.8  	319	1530  	4.1
742                     	22:09:20               	850.0              	25.0	 	26 	2.8  	319	1532  	4.1
743                     	22:09:21               	849.9              	25.0	 	26 	2.9  	319	1533  	4.1
744                     	22:09:22               	849.7              	25.0	 	26 	2.9  	319	1534  	4.0
745                     	22:09:23               	849.6              	25.0	 	26 	2.9  	319	1536  	4.0
746                     	22:09:24               	849.5              	25.0	 	26 	2.9  	319	1537  	4.0
747                     	22:09:25               	849.3              	25.0	 	26 	2.9  	319	1538  	4.0
748                     	22:09:26               	849.2              	25.0	 	26 	2.9  	319	1540  	4.0
749                     	22:09:27               	849.1              	25.0	 	26 	2.9  	319	1541  	4.0
750                     	22:09:28               	848.9              	25.0	 	26 	2.9  	319	1543  	3.9
751                     	22:09:29               	848.8              	25.0	 	26 	2.9  	319	1544  	4.2
752                     	22:09:30               	848.6              	25.0	 	27 	3.0  	320	1546  	4.5
753                     	22:09:31               	848.5              	25.1	 	27 	3.0  	320	1547  	4.5
754                     	22:09:32               	848.3              	25.1	 	27 	3.0  	319	1549  	4.6
755                     	22:09:33               	848.2              	25.1	 	26 	3.0  	319	1550  	4.5
756                     	22:09:34               	848.1              	25.1	 	26 	3.0  	319	1552  	4.4
757                     	22:09:35               	847.9              	25.1	 	26 	3.0  	319	1553  	4.3
758                     	22:09:36               	847.8              	25.1	 	26 	3.0  	319	1554  	4.3
759                     	22:09:37               	847.6              	25.0	 	26 	3.0  	319	1556  	4.3
760                     	22:09:38               	847.5              	25.0	 	26 	3.0  	319	1557  	4.3
761                     	22:09:39               	847.4              	25.0	 	26 	3.0  	319	1559  	4.2
762                     	22:09:40               	847.2              	25.0	 	26 	3.0  	319	1560  	4.2
763                     	22:09:41               	847.1              	25.0	 	26 	3.0  	320	1562  	4.2
764                     	22:09:42               	847.0              	25.0	 	26 	3.0  	320	1563  	4.2
765                     	22:09:43               	846.8              	25.0	 	26 	3.0  	320	1564  	4.1
766                     	22:09:44               	846.7              	24.9	 	26 	3.0  	320	1566  	4.1
767                     	22:09:45               	846.6              	24.9	 	26 	3.0  	320	1567  	4.0
768                     	22:09:46               	846.4              	24.9	 	26 	3.0  	320	1568  	4.0
769                     	22:09:47               	846.3              	24.9	 	26 	2.9  	321	1570  	4.1
770                     	22:09:48               	846.2              	24.9	 	26 	2.9  	321	1571  	4.1
771                     	22:09:49               	846.0              	24.9	 	26 	2.9  	321	1572  	4.2
772                     	22:09:50               	845.9              	24.9	 	26 	2.9  	321	1574  	4.1
773                     	22:09:51               	845.8              	24.9	 	26 	2.9  	321	1575  	4.1
774                     	22:09:52               	845.6              	24.8	 	26 	2.9  	321	1577  	4.1
775                     	22:09:53               	845.5              	24.8	 	26 	2.9  	321	1578  	4.0
776                     	22:09:54               	845.4              	24.8	 	26 	2.9  	321	1579  	4.0
777                     	22:09:55               	845.3              	24.8	 	26 	2.9  	321	1581  	3.9
778                     	22:09:56               	845.1              	24.8	 	26 	2.9  	321	1582  	3.8
779                     	22:09:57               	845.0              	24.8	 	26 	2.9  	321	1583  	3.8
780                     	22:09:58               	844.9              	24.8	 	26 	2.9  	321	1584  	3.8
781                     	22:09:59               	844.7              	24.8	 	26 	2.9  	321	1586  	3.8
782                     	22:10:00               	844.6              	24.8	 	26 	2.9  	322	1587  	3.9
783                     	22:10:01               	844.5              	24.8	 	26 	2.9  	322	1588  	3.9
784                     	22:10:02               	844.4              	24.7	 	26 	2.9  	322	1590  	3.9
785                     	22:10:03               	844.2              	24.7	 	26 	2.9  	322	1591  	3.9
786                     	22:10:04               	844.1              	24.7	 	26 	2.9  	322	1593  	3.9
787                     	22:10:05               	844.0              	24.7	 	26 	2.9  	322	1594  	3.8
788                     	22:10:06               	843.8              	24.7	 	26 	2.8  	322	1595  	3.8
789                     	22:10:07               	843.7              	24.7	 	26 	2.8  	322	1597  	3.8
790                     	22:10:08               	843.6              	24.7	 	26 	2.8  	322	1598  	3.9
791                     	22:10:09               	843.4              	24.7	 	26 	2.8  	322	1599  	3.8
792                     	22:10:10               	843.3              	24.6	 	26 	2.8  	322	1601  	3.8
793                     	22:10:11               	843.2              	24.7	 	26 	2.9  	321	1602  	3.8
794                     	22:10:12               	843.0              	24.7	 	26 	2.9  	321	1604  	4.0
795                     	22:10:13               	842.9              	24.7	 	26 	2.9  	321	1605  	4.1
796                     	22:10:14               	842.8              	24.7	 	27 	2.9  	321	1606  	4.3
797                     	22:10:15               	842.6              	24.7	 	27 	2.9  	321	1608  	4.5
798                     	22:10:16               	842.5              	24.7	 	27 	2.9  	321	1609  	4.6
799                     	22:10:17               	842.3              	24.6	 	27 	2.9  	321	1611  	4.6
800                     	22:10:18               	842.2              	24.6	 	27 	2.9  	321	1612  	4.6
801                     	22:10:19               	842.1              	24.6	 	27 	2.9  	321	1614  	4.6
802                     	22:10:20               	841.9              	24.6	 	27 	2.9  	321	1615  	4.5
803                     	22:10:21               	841.8              	24.6	 	27 	2.9  	320	1616  	4.4
804                     	22:10:22               	841.7              	24.6	 	27 	2.9  	321	1618  	4.4
805                     	22:10:23               	841.5              	24.6	 	27 	2.9  	321	1619  	4.4
806                     	22:10:24               	841.4              	24.6	 	27 	2.9  	321	1621  	4.4
807                     	22:10:25               	841.3              	24.6	 	27 	2.9  	321	1622  	4.4
808                     	22:10:26               	841.1              	24.6	 	27 	2.9  	321	1624  	4.5
809                     	22:10:27               	841.0              	24.5	 	27 	2.9  	321	1625  	4.6
810                     	22:10:28               	840.8              	24.5	 	28 	2.9  	321	1626  	4.6
811                     	22:10:29               	840.7              	24.5	 	28 	2.9  	322	1628  	4.7
812                     	22:10:30               	840.6              	24.5	 	28 	2.9  	323	1629  	4.9
813                     	22:10:31               	840.4              	24.5	 	29 	2.9  	323	1631  	5.1
814                     	22:10:32               	840.3              	24.5	 	29 	2.9  	323	1632  	5.4
815                     	22:10:33               	840.1              	24.5	 	29 	2.9  	324	1634  	5.5
816                     	22:10:34               	840.0              	24.4	 	29 	2.9  	324	1635  	5.5
817                     	22:10:35               	839.9              	24.4	 	29 	2.9  	324	1636  	5.5
818                     	22:10:36               	839.7              	24.4	 	30 	2.9  	326	1638  	5.5
819                     	22:10:37               	839.6              	24.4	 	30 	2.9  	326	1639  	5.6
820                     	22:10:38               	839.5              	24.4	 	30 	2.9  	327	1641  	5.6
821                     	22:10:39               	839.3              	24.4	 	30 	2.9  	327	1642  	5.7
822                     	22:10:40               	839.2              	24.4	 	30 	2.9  	328	1644  	5.7
823                     	22:10:41               	839.1              	24.4	 	30 	2.9  	328	1645  	5.7
824                     	22:10:42               	838.9              	24.3	 	30 	3.0  	329	1646  	5.7
825                     	22:10:43               	838.8              	24.3	 	30 	2.9  	329	1648  	5.7
826                     	22:10:44               	838.7              	24.3	 	30 	2.9  	329	1649  	5.7
827                     	22:10:45               	838.6              	24.3	 	30 	2.9  	329	1650  	5.7
828                     	22:10:46               	838.4              	24.3	 	30 	2.9  	329	1652  	5.7
829                     	22:10:47               	838.3              	24.3	 	30 	2.9  	330	1653  	5.7
830                     	22:10:48               	838.2              	24.2	 	30 	2.9  	330	1654  	5.7
831                     	22:10:49               	838.0              	24.2	 	30 	2.9  	331	1655  	5.7
832                     	22:10:50               	837.9              	24.2	 	30 	2.9  	332	1657  	5.8
833                     	22:10:51               	837.8              	24.2	 	31 	2.9  	332	1658  	5.9
834                     	22:10:52               	837.7              	24.2	 	31 	2.9  	333	1659  	5.9
835                     	22:10:53               	837.5              	24.2	 	31 	2.9  	333	1661  	5.9
836                     	22:10:54               	837.4              	24.2	 	31 	2.9  	333	1662  	5.9
837                     	22:10:55               	837.3              	24.1	 	31 	2.9  	333	1663  	5.9
838                     	22:10:56               	837.2              	24.1	 	31 	2.9  	333	1665  	6.0
839                     	22:10:57               	837.0              	24.1	 	31 	2.9  	333	1666  	6.0
840                     	22:10:58               	836.9              	24.1	 	31 	2.9  	333	1668  	6.1
841                     	22:10:59               	836.8              	24.1	 	31 	2.9  	333	1669  	6.2
842                     	22:11:00               	836.6              	24.1	 	32 	2.9  	333	1670  	6.3
843                     	22:11:01               	836.5              	24.1	 	32 	2.8  	333	1672  	6.4
844                     	22:11:02               	836.4              	24.1	 	32 	2.8  	333	1673  	6.5
845                     	22:11:03               	836.2              	24.1	 	32 	2.8  	333	1675  	6.5
846                     	22:11:04               	836.1              	24.1	 	32 	2.8  	333	1676  	6.4
847                     	22:11:05               	835.9              	24.1	 	32 	2.8  	333	1678  	6.4
848                     	22:11:06               	835.8              	24.1	 	32 	2.8  	333	1679  	6.4
849                     	22:11:07               	835.7              	24.1	 	32 	2.8  	333	1680  	6.4
850                     	22:11:08               	835.5              	24.1	 	32 	2.8  	333	1682  	6.4
851                     	22:11:09               	835.4              	24.0	 	32 	2.8  	333	1683  	6.4
852                     	22:11:10               	835.2              	24.0	 	32 	2.8  	333	1685  	6.4
853                     	22:11:11               	835.1              	24.0	 	32 	2.9  	332	1686  	6.3
854                     	22:11:12               	835.0              	24.0	 	32 	2.9  	332	1688  	6.2
855                     	22:11:13               	834.8              	24.0	 	32 	2.9  	332	1689  	6.2
856                     	22:11:14               	834.7              	24.0	 	32 	2.8  	332	1691  	6.2
857                     	22:11:15               	834.5              	24.1	 	32 	2.8  	332	1692  	6.2
858                     	22:11:16               	834.4              	24.0	 	32 	2.8  	331	1693  	6.3
859                     	22:11:17               	834.3              	24.0	 	32 	2.8  	331	1695  	6.4
860                     	22:11:18               	834.1              	24.0	 	32 	2.8  	331	1696  	6.3
861                     	22:11:19               	834.0              	24.0	 	32 	2.8  	331	1698  	6.2
862                     	22:11:20               	833.9              	24.0	 	31 	2.8  	331	1699  	6.0
863                     	22:11:21               	833.7              	24.0	 	31 	2.8  	331	1700  	5.9
864                     	22:11:22               	833.6              	24.0	 	31 	2.9  	330	1702  	5.8
865                     	22:11:23               	833.5              	24.0	 	31 	2.9  	330	1703  	5.9
866                     	22:11:24               	833.3              	24.0	 	31 	2.9  	330	1705  	5.9
867                     	22:11:25               	833.2              	24.0	 	31 	2.9  	330	1706  	6.0
868                     	22:11:26               	833.0              	24.0	 	31 	2.9  	330	1708  	6.1
869                     	22:11:27               	832.9              	24.0	 	32 	2.8  	329	1709  	6.2
870                     	22:11:28               	832.8              	24.0	 	32 	2.8  	329	1711  	6.2
871                     	22:11:29               	832.6              	24.0	 	32 	2.8  	330	1712  	6.1
872                     	22:11:30               	832.5              	24.0	 	31 	2.7  	330	1714  	6.0
873                     	22:11:31               	832.4              	24.0	 	31 	2.7  	330	1715  	6.0
874                     	22:11:32               	832.2              	24.0	 	31 	2.7  	330	1716  	6.0
875                     	22:11:33               	832.1              	24.0	 	32 	2.7  	330	1718  	6.1
876                     	22:11:34               	831.9              	23.9	 	32 	2.7  	330	1719  	6.1
877                     	22:11:35               	831.8              	23.9	 	32 	2.7  	330	1721  	6.1
878                     	22:11:36               	831.7              	23.9	 	31 	2.7  	330	1722  	5.8
879                     	22:11:37               	831.6              	23.9	 	31 	2.7  	330	1723  	5.8
880                     	22:11:38               	831.5              	23.9	 	31 	2.6  	330	1724  	5.8
881                     	22:11:39               	831.4              	23.9	 	31 	2.6  	330	1725  	5.9
882                     	22:11:40               	831.3              	23.9	 	32 	2.6  	330	1726  	6.1
883                     	22:11:41               	831.1              	23.9	 	32 	2.6  	331	1727  	6.0
884                     	22:11:42               	831.0              	23.8	 	32 	2.6  	331	1728  	6.0
885                     	22:11:43               	830.9              	23.8	 	31 	2.7  	331	1730  	5.9
886                     	22:11:44               	830.7              	23.8	 	31 	2.7  	331	1731  	5.8
887                     	22:11:45               	830.6              	23.8	 	31 	2.7  	332	1733  	5.6
888                     	22:11:46               	830.4              	23.8	 	31 	2.7  	332	1735  	5.6
889                     	22:11:47               	830.3              	23.8	 	31 	2.8  	332	1737  	5.7
890                     	22:11:48               	830.1              	23.8	 	31 	2.9  	332	1739  	5.6
891                     	22:11:49               	829.9              	23.8	 	31 	2.9  	332	1741  	5.5
892                     	22:11:50               	829.7              	23.8	 	31 	2.9  	333	1743  	5.4
893                     	22:11:51               	829.6              	23.8	 	31 	2.9  	333	1745  	5.5
894                     	22:11:52               	829.4              	23.7	 	31 	2.9  	333	1746  	5.6
895                     	22:11:53               	829.3              	23.7	 	31 	2.9  	333	1748  	5.6
896                     	22:11:54               	829.1              	23.7	 	31 	3.0  	333	1749  	5.6
897                     	22:11:55               	829.0              	23.7	 	31 	3.0  	333	1750  	5.5
898                     	22:11:56               	828.9              	23.7	 	31 	3.0  	333	1752  	5.5
899                     	22:11:57               	828.7              	23.7	 	31 	3.0  	334	1753  	5.5
900                     	22:11:58               	828.6              	23.7	 	31 	3.0  	334	1755  	5.5
901                     	22:11:59               	828.5              	23.7	 	31 	3.1  	334	1756  	5.5
902                     	22:12:00               	828.3              	23.7	 	31 	3.1  	334	1757  	5.4
903                     	22:12:01               	828.2              	23.6	 	31 	3.0  	334	1759  	5.6
904                     	22:12:02               	828.1              	23.6	 	31 	3.0  	335	1760  	5.5
905                     	22:12:03               	827.9              	23.6	 	31 	3.0  	335	1762  	5.5
906                     	22:12:04               	827.8              	23.6	 	31 	2.9  	335	1763  	5.5
907                     	22:12:05               	827.7              	23.6	 	31 	2.9  	335	1764  	5.5
908                     	22:12:06               	827.5              	23.5	 	31 	2.9  	336	1766  	5.5
909                     	22:12:07               	827.4              	23.5	 	31 	2.9  	336	1767  	5.4
910                     	22:12:08               	827.2              	23.5	 	31 	2.8  	336	1769  	5.3
911                     	22:12:09               	827.1              	23.5	 	31 	2.8  	336	1770  	5.3
912                     	22:12:10               	827.0              	23.5	 	31 	2.7  	337	1772  	5.3
913                     	22:12:11               	826.8              	23.5	 	31 	2.7  	337	1773  	5.4
914                     	22:12:12               	826.7              	23.5	 	31 	2.7  	337	1775  	5.4
915                     	22:12:13               	826.5              	23.5	 	31 	2.7  	337	1776  	5.5
916                     	22:12:14               	826.4              	23.5	 	31 	2.7  	337	1778  	5.4
917                     	22:12:15               	826.2              	23.5	 	31 	2.7  	337	1779  	5.4
918                     	22:12:16               	826.1              	23.5	 	31 	2.7  	338	1781  	5.4
919                     	22:12:17               	825.9              	23.5	 	31 	2.7  	338	1783  	5.4
920                     	22:12:18               	825.8              	23.4	 	31 	2.7  	337	1784  	5.4
921                     	22:12:19               	825.6              	23.4	 	31 	2.7  	337	1786  	5.4
922                     	22:12:20               	825.5              	23.4	 	31 	2.7  	337	1787  	5.4
923                     	22:12:21               	825.4              	23.4	 	31 	2.7  	337	1789  	5.3
924                     	22:12:22               	825.2              	23.4	 	31 	2.7  	338	1790  	5.3
925                     	22:12:23               	825.1              	23.4	 	31 	2.7  	338	1792  	5.3
926                     	22:12:24               	824.9              	23.4	 	31 	2.7  	338	1793  	5.4
927                     	22:12:25               	824.8              	23.3	 	31 	2.7  	338	1795  	5.4
928                     	22:12:26               	824.6              	23.3	 	31 	2.7  	338	1796  	5.5
929                     	22:12:27               	824.5              	23.3	 	32 	2.7  	339	1798  	5.5
930                     	22:12:28               	824.3              	23.3	 	32 	2.7  	339	1799  	5.6
931                     	22:12:29               	824.2              	23.3	 	32 	2.7  	338	1801  	5.6
932                     	22:12:30               	824.0              	23.2	 	32 	2.7  	338	1803  	5.8
933                     	22:12:31               	823.9              	23.2	 	33 	2.7  	338	1804  	6.0
934                     	22:12:32               	823.8              	23.2	 	33 	2.7  	338	1806  	6.1
935                     	22:12:33               	823.6              	23.2	 	33 	2.7  	338	1807  	6.1
936                     	22:12:34               	823.5              	23.2	 	33 	2.7  	337	1809  	6.0
937                     	22:12:35               	823.3              	23.2	 	33 	2.8  	337	1810  	6.0
938                     	22:12:36               	823.2              	23.2	 	33 	2.8  	337	1812  	5.9
939                     	22:12:37               	823.0              	23.1	 	33 	2.8  	337	1813  	6.0
940                     	22:12:38               	822.9              	23.1	 	33 	2.8  	337	1815  	6.0
941                     	22:12:39               	822.8              	23.1	 	33 	2.8  	337	1816  	6.0
942                     	22:12:40               	822.6              	23.1	 	33 	2.8  	337	1818  	6.0
943                     	22:12:41               	822.5              	23.1	 	33 	2.8  	336	1819  	6.0
944                     	22:12:42               	822.3              	23.1	 	33 	2.8  	336	1821  	6.1
945                     	22:12:43               	822.2              	23.0	 	34 	2.8  	336	1822  	6.3
946                     	22:12:44               	822.1              	23.0	 	34 	2.8  	336	1823  	6.2
947                     	22:12:45               	821.9              	23.0	 	34 	2.8  	335	1825  	6.2
948                     	22:12:46               	821.8              	23.0	 	34 	2.8  	335	1826  	6.2
949                     	22:12:47               	821.6              	23.0	 	34 	2.8  	335	1828  	6.3
950                     	22:12:48               	821.5              	23.0	 	34 	2.8  	335	1829  	6.3
951                     	22:12:49               	821.4              	23.0	 	34 	2.8  	335	1831  	6.2
952                     	22:12:50               	821.2              	22.9	 	34 	2.8  	334	1832  	6.2
953                     	22:12:51               	821.1              	22.9	 	34 	2.8  	334	1834  	6.2
954                     	22:12:52               	820.9              	22.9	 	34 	2.8  	334	1835  	6.2
955                     	22:12:53               	820.8              	22.9	 	34 	2.8  	334	1837  	6.4
956                     	22:12:54               	820.7              	22.9	 	34 	2.8  	334	1838  	6.3
957                     	22:12:55               	820.5              	22.8	 	35 	2.8  	334	1840  	6.4
958                     	22:12:56               	820.4              	22.8	 	34 	2.8  	333	1841  	6.3
959                     	22:12:57               	820.2              	22.8	 	34 	2.8  	333	1843  	6.3
960                     	22:12:58               	820.1              	22.8	 	34 	2.8  	333	1844  	6.2
961                     	22:12:59               	820.0              	22.8	 	34 	2.8  	333	1846  	6.2
962                     	22:13:00               	819.8              	22.7	 	34 	2.8  	332	1847  	6.1
963                     	22:13:01               	819.7              	22.7	 	34 	2.8  	332	1849  	6.2
964                     	22:13:02               	819.5              	22.7	 	34 	2.8  	332	1850  	6.3
965                     	22:13:03               	819.4              	22.7	 	35 	2.8  	332	1852  	6.4
966                     	22:13:04               	819.2              	22.7	 	35 	2.8  	332	1853  	6.3
967                     	22:13:05               	819.1              	22.7	 	34 	2.8  	332	1855  	6.1
968                     	22:13:06               	819.0              	22.7	 	35 	2.8  	332	1857  	6.3
969                     	22:13:07               	818.8              	22.7	 	35 	2.8  	332	1858  	6.3
970                     	22:13:08               	818.7              	22.7	 	35 	2.8  	332	1860  	6.4
971                     	22:13:09               	818.5              	22.6	 	35 	2.8  	332	1861  	6.4
972                     	22:13:10               	818.4              	22.6	 	35 	2.8  	332	1863  	6.3
973                     	22:13:11               	818.2              	22.6	 	35 	2.8  	332	1864  	6.3
974                     	22:13:12               	818.1              	22.6	 	35 	2.8  	332	1866  	6.3
975                     	22:13:13               	817.9              	22.6	 	35 	2.8  	332	1867  	6.2
976                     	22:13:14               	817.8              	22.6	 	35 	2.8  	332	1869  	6.4
977                     	22:13:15               	817.6              	22.5	 	36 	2.8  	333	1870  	6.6
978                     	22:13:16               	817.5              	22.5	 	36 	2.8  	333	1872  	6.6
979                     	22:13:17               	817.3              	22.5	 	36 	2.8  	333	1874  	6.7
980                     	22:13:18               	817.2              	22.5	 	36 	2.8  	333	1875  	6.6
981                     	22:13:19               	817.1              	22.5	 	36 	2.8  	333	1877  	6.6
982                     	22:13:20               	816.9              	22.5	 	36 	2.8  	333	1878  	6.5
983                     	22:13:21               	816.8              	22.5	 	36 	2.9  	333	1880  	6.5
984                     	22:13:22               	816.6              	22.5	 	35 	2.9  	333	1881  	6.5
985                     	22:13:23               	816.5              	22.5	 	36 	2.9  	333	1883  	6.5
986                     	22:13:24               	816.3              	22.4	 	36 	2.9  	334	1884  	6.5
987                     	22:13:25               	816.2              	22.4	 	36 	2.9  	334	1886  	6.5
988                     	22:13:26               	816.1              	22.4	 	36 	2.9  	334	1887  	6.5
989                     	22:13:27               	815.9              	22.4	 	36 	3.0  	334	1889  	6.6
990                     	22:13:28               	815.8              	22.4	 	36 	3.0  	334	1890  	6.6
991                     	22:13:29               	815.6              	22.4	 	36 	3.0  	334	1892  	6.7
992                     	22:13:30               	815.5              	22.4	 	36 	3.0  	335	1893  	6.7
993                     	22:13:31               	815.3              	22.4	 	36 	3.0  	335	1895  	6.7
994                     	22:13:32               	815.2              	22.3	 	36 	3.0  	335	1897  	6.7
995                     	22:13:33               	815.0              	22.3	 	36 	3.0  	335	1898  	6.6
996                     	22:13:34               	814.9              	22.3	 	36 	3.0  	336	1900  	6.6
997                     	22:13:35               	814.8              	22.3	 	36 	3.0  	336	1901  	6.6
998                     	22:13:36               	814.6              	22.3	 	36 	3.1  	335	1903  	6.6
999                     	22:13:37               	814.5              	22.3	 	36 	3.1  	335	1904  	6.6
1000                    	22:13:38               	814.3              	22.3	 	37 	3.1  	335	1906  	6.7
1001                    	22:13:39               	814.2              	22.3	 	37 	3.1  	336	1907  	6.7
1002                    	22:13:40               	814.0              	22.3	 	36 	3.1  	336	1909  	6.5
1003                    	22:13:41               	813.9              	22.3	 	36 	3.1  	336	1910  	6.5
1004                    	22:13:42               	813.7              	22.3	 	36 	3.1  	336	1912  	6.5
1005                    	22:13:43               	813.6              	22.2	 	36 	3.1  	336	1914  	6.5
1006                    	22:13:44               	813.4              	22.2	 	36 	3.1  	336	1915  	6.5
1007                    	22:13:45               	813.3              	22.2	 	36 	3.1  	336	1917  	6.4
1008                    	22:13:46               	813.2              	22.2	 	36 	3.1  	336	1918  	6.3
1009                    	22:13:47               	813.0              	22.2	 	36 	3.2  	336	1920  	6.2
1010                    	22:13:48               	812.9              	22.2	 	36 	3.2  	336	1921  	6.3
1011                    	22:13:49               	812.7              	22.2	 	36 	3.2  	336	1923  	6.6
1012                    	22:13:50               	812.6              	22.2	 	36 	3.2  	336	1925  	6.5
1013                    	22:13:51               	812.4              	22.2	 	36 	3.2  	336	1926  	6.3
1014                    	22:13:52               	812.3              	22.2	 	35 	3.2  	335	1928  	6.2
1015                    	22:13:53               	812.1              	22.2	 	35 	3.2  	335	1929  	6.1
1016                    	22:13:54               	812.0              	22.2	 	35 	3.3  	336	1931  	6.2
1017                    	22:13:55               	811.8              	22.2	 	36 	3.3  	336	1932  	6.2
1018                    	22:13:56               	811.7              	22.1	 	36 	3.3  	336	1934  	6.4
1019                    	22:13:57               	811.5              	22.1	 	36 	3.3  	336	1935  	6.4
1020                    	22:13:58               	811.4              	22.1	 	36 	3.3  	336	1937  	6.3
1021                    	22:13:59               	811.3              	22.1	 	36 	3.3  	336	1938  	6.2
1022                    	22:14:00               	811.1              	22.1	 	35 	3.3  	336	1940  	6.1
1023                    	22:14:01               	811.0              	22.1	 	36 	3.4  	337	1942  	6.2
1024                    	22:14:02               	810.8              	22.0	 	36 	3.4  	336	1943  	6.3
1025                    	22:14:03               	810.7              	22.0	 	36 	3.4  	336	1945  	6.3
1026                    	22:14:04               	810.6              	22.0	 	36 	3.4  	336	1946  	6.3
1027                    	22:14:05               	810.4              	22.0	 	36 	3.4  	336	1947  	6.3
1028                    	22:14:06               	810.3              	22.0	 	36 	3.4  	336	1949  	6.3
1029                    	22:14:07               	810.2              	22.0	 	36 	3.4  	336	1950  	6.2
1030                    	22:14:08               	810.0              	21.9	 	36 	3.4  	336	1952  	6.1
1031                    	22:14:09               	809.9              	21.9	 	36 	3.4  	336	1953  	6.0
1032                    	22:14:10               	809.8              	21.9	 	36 	3.4  	336	1955  	6.0
1033                    	22:14:11               	809.6              	21.9	 	35 	3.5  	335	1956  	6.0
1034                    	22:14:12               	809.5              	21.9	 	36 	3.4  	335	1958  	6.0
1035                    	22:14:13               	809.3              	21.9	 	36 	3.4  	335	1959  	6.1
1036                    	22:14:14               	809.2              	21.9	 	36 	3.4  	335	1961  	6.2
1037                    	22:14:15               	809.1              	21.9	 	36 	3.4  	335	1962  	6.2
1038                    	22:14:16               	808.9              	21.9	 	36 	3.4  	335	1964  	6.3
1039                    	22:14:17               	808.8              	21.9	 	36 	3.4  	335	1965  	6.3
1040                    	22:14:18               	808.6              	21.9	 	36 	3.4  	335	1967  	6.3
1041                    	22:14:19               	808.5              	21.9	 	36 	3.4  	335	1968  	6.2
1042                    	22:14:20               	808.4              	21.8	 	36 	3.4  	335	1969  	6.1
1043                    	22:14:21               	808.2              	21.8	 	36 	3.4  	335	1971  	6.1
1044                    	22:14:22               	808.1              	21.8	 	36 	3.4  	335	1972  	6.1
1045                    	22:14:23               	808.0              	21.8	 	36 	3.4  	335	1974  	6.1
1046                    	22:14:24               	807.8              	21.8	 	36 	3.4  	335	1975  	6.0
1047                    	22:14:25               	807.7              	21.8	 	36 	3.4  	335	1977  	6.0
1048                    	22:14:26               	807.5              	21.8	 	36 	3.4  	334	1979  	5.9
1049                    	22:14:27               	807.4              	21.8	 	35 	3.4  	334	1980  	5.8
1050                    	22:14:28               	807.2              	21.8	 	35 	3.4  	335	1982  	5.7
1051                    	22:14:29               	807.1              	21.8	 	35 	3.4  	335	1983  	5.6
